uid,name,vendor_name,address,latitude,longitude,city,country,open,close,logo_url,staff,payment_modes,contact_numbers,station_type,postal_code,zone,0,available,capacity,cost_per_unit,power_type,total,type,vehicle_type,duration
REVBOLT_00024171,REVOS,REVOS,gali number 1 Swaroop Nagar nearby Ravi ki factory manipurta Road,28.76366322143889,77.14882045984268,New Delhi,India,2025-04-26 00:00:00,2025-04-26 00:00:00,https://ev.delhitransport.in/static/logo/revos.png,unstaffed,UPI,"[""+918860162047""]",charging,110042,north-west-delhi,,1.0,3.3,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']",0 days 00:00:00
REVBOLT_00020345,REVOS,REVOS,GT KARNAL ROAD AZAD PUR DELHI. 110009.,28.70327078643621,77.18259014189243,New Delhi,India,2025-04-26 00:00:00,2025-04-26 00:00:00,https://ev.delhitransport.in/static/logo/revos.png,unstaffed,UPI,"[""+919811800544""]",charging,110009,north-west-delhi,,1.0,3.3,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']",0 days 00:00:00
REVBOLT_00022274,REVOS,REVOS,GT KARNAL ROAD AZAD PUR DELHI 110009,28.70373572110346,77.18246944248675,New Delhi,India,2025-04-26 00:00:00,2025-04-26 00:00:00,https://ev.delhitransport.in/static/logo/revos.png,unstaffed,UPI,"[""+919811800544""]",charging,110052,north-west-delhi,,1.0,3.3,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']",0 days 00:00:00
REVBOLT_00026310,REVOS,REVOS,1961main Arya Samaj road ,28.8579447610864,77.09300436079502,New Delhi,India,2025-04-26 00:00:00,2025-04-26 00:00:00,https://ev.delhitransport.in/static/logo/revos.png,unstaffed,UPI,"[""+91+919899268""]",charging,110040,north-west-delhi,,1.0,3.3,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']",0 days 00:00:00
REVBOLT_00026311,REVOS,REVOS,1961main Arya Samaj road,28.85799967197806,77.09306806325912,New Delhi,India,2025-04-26 00:00:00,2025-04-26 00:00:00,https://ev.delhitransport.in/static/logo/revos.png,unstaffed,UPI,"[""+91+919899268""]",charging,110040,north-west-delhi,,1.0,3.3,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']",0 days 00:00:00
REVBOLT_00022122,REVOS,REVOS,Ashok parak metro station phool bagh ,28.67140710836428,77.15529967099428,New Delhi,India,2025-04-26 00:00:00,2025-04-26 00:00:00,https://ev.delhitransport.in/static/logo/revos.png,unstaffed,UPI,"[""+919711018040""]",charging,110026,west-delhi,,1.0,3.3,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']",0 days 00:00:00
REVBOLT_00020414,REVOS,REVOS,Ashok parak metro station phool bagh ,28.67134945171814,77.15516220778227,New Delhi,India,2025-04-26 00:00:00,2025-04-26 00:00:00,https://ev.delhitransport.in/static/logo/revos.png,unstaffed,UPI,"[""+919711018040""]",charging,110026,west-delhi,,1.0,3.3,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']",0 days 00:00:00
REVBOLT_00019116,REVOS,REVOS,kh.1165 main road kushak no.02 kadipur,28.76742428265578,77.16274715960026,New Delhi,India,2025-04-26 00:00:00,2025-04-26 00:00:00,https://ev.delhitransport.in/static/logo/revos.png,unstaffed,UPI,"[""+918920249317""]",charging,110036,north-west-delhi,,1.0,3.3,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']",0 days 00:00:00
REVBOLT_00021983,REVOS,REVOS,kh no 1153 block B gali no 09 kushak no 2 kadipur,28.76940806514299,77.16229688376188,New Delhi,India,2025-04-26 00:00:00,2025-04-26 00:00:00,https://ev.delhitransport.in/static/logo/revos.png,unstaffed,UPI,"[""+919313256702""]",charging,110036,north-west-delhi,,1.0,3.3,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']",0 days 00:00:00
REVBOLT_00026303,REVOS,REVOS,khasra no 37/7 Gali no 15 need PANCHSEEL ASHRAM ,28.72709419001825,77.21198648214339,New Delhi,India,2025-04-26 00:00:00,2025-04-26 00:00:00,https://ev.delhitransport.in/static/logo/revos.png,unstaffed,UPI,"[""+919990587180""]",charging,110084,north-delhi,,1.0,3.3,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']",0 days 00:00:00
REVBOLT_00026164,REVOS,REVOS,khasra no 37/7 Gali no 15 near panchseel asram ,28.72718062892191,77.21185404807329,New Delhi,India,2025-04-26 00:00:00,2025-04-26 00:00:00,https://ev.delhitransport.in/static/logo/revos.png,unstaffed,UPI,"[""+919990587180""]",charging,110084,north-delhi,,1.0,3.3,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']",0 days 00:00:00
REVBOLT_00022398,REVOS,REVOS,sri sai baba apartment Rohini sec 9 delhi 110085,28.70935123940073,77.12508425116539,New Delhi,India,2025-04-26 00:00:00,2025-04-26 00:00:00,https://ev.delhitransport.in/static/logo/revos.png,unstaffed,UPI,"[""8969637005""]",charging,110085,north-delhi,,1.0,3.3,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']",0 days 00:00:00
REVBOLT_00022215,REVOS,REVOS,26hari nagar ashram,28.57646311239069,77.25557673722507,New Delhi,India,2025-04-26 00:00:00,2025-04-26 00:00:00,https://ev.delhitransport.in/static/logo/revos.png,unstaffed,UPI,"[""+919213789891""]",charging,110014,south-delhi,,1.0,3.3,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']",0 days 00:00:00
REVBOLT_00023964,REVOS,REVOS,"plot No.19, Arjun park, Najafgrh ",28.61901620891975,77.01450683176517,New Delhi,India,2025-04-26 00:00:00,2025-04-26 00:00:00,https://ev.delhitransport.in/static/logo/revos.png,unstaffed,UPI,"[""+918368151799""]",charging,110043,south-west-delhi,,1.0,3.3,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']",0 days 00:00:00
REVBOLT_00023608,REVOS,REVOS,26hari nagar ashram ,28.57648401710586,77.25562937557697,New Delhi,India,2025-04-26 00:00:00,2025-04-26 00:00:00,https://ev.delhitransport.in/static/logo/revos.png,unstaffed,UPI,"[""+919213789891""]",charging,110014,south-delhi,,1.0,3.3,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']",0 days 00:00:00
REVBOLT_00023943,REVOS,REVOS,"plot No.19, Arjun park, Najafgrh ",28.61918661626787,77.01351508498192,New Delhi,India,2025-04-26 00:00:00,2025-04-26 00:00:00,https://ev.delhitransport.in/static/logo/revos.png,unstaffed,UPI,"[""+918368151799""]",charging,110043,south-west-delhi,,1.0,3.3,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']",0 days 00:00:00
REVBOLT_00023963,REVOS,REVOS,"plot No.19, Arjun park, Najafgrh ",28.61915129870549,77.01351206749678,New Delhi,India,2025-04-26 00:00:00,2025-04-26 00:00:00,https://ev.delhitransport.in/static/logo/revos.png,unstaffed,UPI,"[""+918368151799""]",charging,110043,south-west-delhi,,1.0,3.3,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']",0 days 00:00:00
REVBOLT_00021773,REVOS,REVOS,shop no 4 plot no 15 Rana ji enclave near metro pillar no 53 najafgarh new delhi 43 ,28.61844347338796,77.01339572668076,New Delhi,India,2025-04-26 00:00:00,2025-04-26 00:00:00,https://ev.delhitransport.in/static/logo/revos.png,unstaffed,UPI,"[""+919211445444""]",charging,110043,south-west-delhi,,1.0,3.3,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']",0 days 00:00:00
REVBOLT_00021576,REVOS,REVOS,A 54 gulab bagh app. matro pill'750,28.61997242895843,77.03999284654856,New Delhi,India,2025-04-26 00:00:00,2025-04-26 00:00:00,https://ev.delhitransport.in/static/logo/revos.png,unstaffed,UPI,"[""+919810357284""]",charging,110059,west-delhi,,1.0,3.3,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']",0 days 00:00:00
REVBOLT_00021581,REVOS,REVOS,A 54 gulab bagh app. matro pill. 750,28.62006543111989,77.04000055789948,New Delhi,India,2025-04-26 00:00:00,2025-04-26 00:00:00,https://ev.delhitransport.in/static/logo/revos.png,unstaffed,UPI,"[""+919810357284""]",charging,110059,west-delhi,,1.0,3.3,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']",0 days 00:00:00
REVBOLT_00023959,REVOS,REVOS,16/2 roshan mandi najafagarh delhi,28.61255847900552,76.99394602328539,New Delhi,India,2025-04-26 00:00:00,2025-04-26 00:00:00,https://ev.delhitransport.in/static/logo/revos.png,unstaffed,UPI,"[""+919213973458""]",charging,110043,south-west-delhi,,1.0,3.3,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']",0 days 00:00:00
REVBOLT_00024186,REVOS,REVOS,E2/163 GANESH CHOWK SECTOR 11 ROHINI DELHI,28.73392117322624,77.11167924106121,New Delhi,India,2025-04-26 00:00:00,2025-04-26 00:00:00,https://ev.delhitransport.in/static/logo/revos.png,unstaffed,UPI,"[""+919210205820""]",charging,110085,north-delhi,,1.0,3.3,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']",0 days 00:00:00
REVBOLT_00026301,REVOS,REVOS,E2/163 GANESH CHOWK SECTOR 11 ROHINI,28.73392440712496,77.11166515946388,New Delhi,India,2025-04-26 00:00:00,2025-04-26 00:00:00,https://ev.delhitransport.in/static/logo/revos.png,unstaffed,UPI,"[""+919210205820""]",charging,110085,north-delhi,,1.0,3.3,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']",0 days 00:00:00
REVBOLT_00022401,REVOS,REVOS,sector 24 Rohini,28.72972231235135,77.08591427654027,New Delhi,India,2025-04-26 00:00:00,2025-04-26 00:00:00,https://ev.delhitransport.in/static/logo/revos.png,unstaffed,UPI,"[""+919818234623""]",charging,110085,north-delhi,,1.0,3.3,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']",0 days 00:00:00
REVBOLT_00021446,REVOS,REVOS,"50/7,onkar nagar B,Tri nagar",28.67323386628644,77.15931963175535,New Delhi,India,2025-04-26 00:00:00,2025-04-26 00:00:00,https://ev.delhitransport.in/static/logo/revos.png,unstaffed,UPI,"[""+919250883419""]",charging,110035,north-west-delhi,,1.0,3.3,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']",0 days 00:00:00
REVBOLT_00021575,REVOS,REVOS,"50/7,onkar nagar B,Tri nagar",28.67328181457585,77.15934243053199,New Delhi,India,2025-04-26 00:00:00,2025-04-26 00:00:00,https://ev.delhitransport.in/static/logo/revos.png,unstaffed,UPI,"[""+91+919250883""]",charging,110035,north-west-delhi,,1.0,3.3,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']",0 days 00:00:00
REVBOLT_00015457,REVOS,REVOS,Sewa Dham Rd,28.71783452311179,77.31549493968487,New Delhi,India,2025-04-26 00:00:00,2025-04-26 00:00:00,https://ev.delhitransport.in/static/logo/revos.png,unstaffed,UPI,"[""+918287341673""]",charging,201102,,,1.0,3.3,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']",0 days 00:00:00
REVBOLT_00021434,REVOS,REVOS,3 Rd Pusta Usmanpur Parsadi Mohalla ,28.6858732170185,77.25486595183611,New Delhi,India,2025-04-26 00:00:00,2025-04-26 00:00:00,https://ev.delhitransport.in/static/logo/revos.png,unstaffed,UPI,"[""+918860133000""]",charging,110053,east-delhi,,1.0,3.3,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']",0 days 00:00:00
REVBOLT_00021578,REVOS,REVOS,"50/7,onkar nagar B,Tri nagar",28.6734262476341,77.15937696397305,New Delhi,India,2025-04-26 00:00:00,2025-04-26 00:00:00,https://ev.delhitransport.in/static/logo/revos.png,unstaffed,UPI,"[""+91+918700464""]",charging,110035,north-west-delhi,,1.0,3.3,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']",0 days 00:00:00
REVBOLT_00012986,REVOS,REVOS,kanganheri ,28.544989740647,76.97707727551459,New Delhi,India,2025-04-26 00:00:00,2025-04-26 00:00:00,https://ev.delhitransport.in/static/logo/revos.png,unstaffed,UPI,"[""+919810400885""]",charging,110071,south-west-delhi,,1.0,3.3,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']",0 days 00:00:00
REVBOLT_00026165,REVOS,REVOS,Ishu vihar mukand pur part 2 ,28.73649885272286,77.19063777476549,New Delhi,India,2025-04-26 00:00:00,2025-04-26 00:00:00,https://ev.delhitransport.in/static/logo/revos.png,unstaffed,UPI,"[""+919315861421""]",charging,110042,north-west-delhi,,1.0,3.3,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']",0 days 00:00:00
REVBOLT_00018958,REVOS,REVOS,Kh No 52/11Near Hanuman temple outer firni road alipur,28.80152422104184,77.13773757219315,New Delhi,India,2025-04-26 00:00:00,2025-04-26 00:00:00,https://ev.delhitransport.in/static/logo/revos.png,unstaffed,UPI,"[""+917011611769""]",charging,110036,north-west-delhi,,1.0,3.3,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']",0 days 00:00:00
REVBOLT_00021820,REVOS,REVOS,tiranga house near Radha Krishna Mandir Bank of Baroda pooth khurd ,28.7707731794832,77.04965215176344,New Delhi,India,2025-04-26 00:00:00,2025-04-26 00:00:00,https://ev.delhitransport.in/static/logo/revos.png,unstaffed,UPI,"[""+919015069847""]",charging,110039,north-west-delhi,,1.0,3.3,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']",0 days 00:00:00
REVBOLT_00021939,REVOS,REVOS,J-201 202 Dakshinpuri,28.51848690894764,77.23902247846127,New Delhi,India,2025-04-26 00:00:00,2025-04-26 00:00:00,https://ev.delhitransport.in/static/logo/revos.png,unstaffed,UPI,"[""+919818062806""]",charging,110062,south-delhi,,1.0,3.3,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']",0 days 00:00:00
REVBOLT_00019893,REVOS,REVOS,J-201 202 DAKSHINPURI,28.51848690894764,77.23902247846127,New Delhi,India,2025-04-26 00:00:00,2025-04-26 00:00:00,https://ev.delhitransport.in/static/logo/revos.png,unstaffed,UPI,"[""+919818062806""]",charging,110062,south-delhi,,1.0,3.3,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']",0 days 00:00:00
REVBOLT_00026313,REVOS,REVOS,63 subji mandi main bazaar ,28.67108411307028,77.20655366778374,New Delhi,India,2025-04-26 00:00:00,2025-04-26 00:00:00,https://ev.delhitransport.in/static/logo/revos.png,unstaffed,UPI,"[""+919868162343""]",charging,110007,north-delhi,,1.0,3.3,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']",0 days 00:00:00
REVBOLT_00026312,REVOS,REVOS,63 subji mandi main bazaar,28.67106057967662,77.20656037330627,New Delhi,India,2025-04-26 00:00:00,2025-04-26 00:00:00,https://ev.delhitransport.in/static/logo/revos.png,unstaffed,UPI,"[""+919868162343""]",charging,110007,north-delhi,,1.0,3.3,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']",0 days 00:00:00
REVBOLT_00019995,REVOS,REVOS,A-1 CHOTTEY LAL PARK OPP METRO PILLOR NO 343,28.6539262782579,77.13487464934586,New Delhi,India,2025-04-26 00:00:00,2025-04-26 00:00:00,https://ev.delhitransport.in/static/logo/revos.png,unstaffed,UPI,"[""9212395595""]",charging,110018,west-delhi,,1.0,3.3,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']",0 days 00:00:00
REVBOLT_00018966,REVOS,REVOS,A-1 Chottey lal park opp metro pillor 342,28.65392215924018,77.13485721498729,New Delhi,India,2025-04-26 00:00:00,2025-04-26 00:00:00,https://ev.delhitransport.in/static/logo/revos.png,unstaffed,UPI,"[""9212395595""]",charging,110015,west-delhi,,1.0,3.3,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']",0 days 00:00:00
REVBOLT_00024065,REVOS,REVOS,A-1 CHOTTEY LAL PARK OPP METRO PILLOR NO 342,28.6539227476713,77.13489577174187,New Delhi,India,2025-04-26 00:00:00,2025-04-26 00:00:00,https://ev.delhitransport.in/static/logo/revos.png,unstaffed,UPI,"[""+919212395595""]",charging,110018,west-delhi,,1.0,3.3,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']",0 days 00:00:00
REVBOLT_00026381,REVOS,REVOS,krishna enclave opp hari park near gopal chock part 2 ,28.73899033354608,77.18546479940414,New Delhi,India,2025-04-26 00:00:00,2025-04-26 00:00:00,https://ev.delhitransport.in/static/logo/revos.png,unstaffed,UPI,"[""+918448332050""]",charging,110042,north-west-delhi,,1.0,3.3,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']",0 days 00:00:00
REVBOLT_00024062,REVOS,REVOS,house no A3 G Floor vikash Kunj vikas nagar uttam nagar new delhi 110059,28.64646117572595,77.0342455431819,New Delhi,India,2025-04-26 00:00:00,2025-04-26 00:00:00,https://ev.delhitransport.in/static/logo/revos.png,unstaffed,UPI,"[""+919810940456""]",charging,110059,west-delhi,,1.0,3.3,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']",0 days 00:00:00
REVBOLT_00022266,REVOS,REVOS,278/4 Govindpuri Kalkaji opposite jain mandir,28.53754134365079,77.26333938539028,New Delhi,India,2025-04-26 00:00:00,2025-04-26 00:00:00,https://ev.delhitransport.in/static/logo/revos.png,unstaffed,UPI,"[""+917503143790""]",charging,110019,south-delhi,,1.0,3.3,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']",0 days 00:00:00
REVBOLT_00026167,REVOS,REVOS,gali no1 Pragati enlceve,28.73248942824885,77.19065252691507,New Delhi,India,2025-04-26 00:00:00,2025-04-26 00:00:00,https://ev.delhitransport.in/static/logo/revos.png,unstaffed,UPI,"[""+919818755281""]",charging,110084,north-delhi,,1.0,3.3,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']",0 days 00:00:00
REVBOLT_00023945,REVOS,REVOS,kanjawala opposite post office ,28.73536054224446,77.00604982674122,New Delhi,India,2025-04-26 00:00:00,2025-04-26 00:00:00,https://ev.delhitransport.in/static/logo/revos.png,unstaffed,UPI,"[""+919213897307""]",charging,110081,north-west-delhi,,1.0,3.3,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']",0 days 00:00:00
REVBOLT_00023944,REVOS,REVOS,kanjhawala opposite post office ,28.73537700550092,77.00602266937494,New Delhi,India,2025-04-26 00:00:00,2025-04-26 00:00:00,https://ev.delhitransport.in/static/logo/revos.png,unstaffed,UPI,"[""+919213897307""]",charging,110081,north-west-delhi,,1.0,3.3,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']",0 days 00:00:00
REVBOLT_00024139,REVOS,REVOS,kanjhawala opposite post office ,28.73534790081366,77.00603473931551,New Delhi,India,2025-04-26 00:00:00,2025-04-26 00:00:00,https://ev.delhitransport.in/static/logo/revos.png,unstaffed,UPI,"[""+919213897307""]",charging,110081,north-west-delhi,,1.0,3.3,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']",0 days 00:00:00
REVBOLT_00010098,REVOS,REVOS,"B -135, Nehru Camp Govind Puri Kalka Ji",28.53261796724856,77.2617169842124,New Delhi,India,2025-04-26 00:00:00,2025-04-26 00:00:00,https://ev.delhitransport.in/static/logo/revos.png,unstaffed,UPI,"[""+919999402660""]",charging,110019,south-delhi,,1.0,3.3,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']",0 days 00:00:00
REVBOLT_005552,REVOS,REVOS,"khasra no.105, near gate no.1, freedom fighter enclave neb Sarai",28.51062034616894,77.20034804195166,New Delhi,India,2025-04-26 00:00:00,2025-04-26 00:00:00,https://ev.delhitransport.in/static/logo/revos.png,unstaffed,UPI,"[""+919582996003""]",charging,110030,south-west-delhi,,1.0,3.3,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']",0 days 00:00:00
REVBOLT_00026326,REVOS,REVOS,KH NO 61/64 MAIN NARELA BHORGHAR ROAD ALIPUR ,28.79722759524131,77.13687423616648,New Delhi,India,2025-04-26 00:00:00,2025-04-26 00:00:00,https://ev.delhitransport.in/static/logo/revos.png,unstaffed,UPI,"[""+919211688528""]",charging,110036,north-west-delhi,,1.0,3.3,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']",0 days 00:00:00
REVBOLT_00026388,REVOS,REVOS,kh.nob106|6 main kanjhwala Roab near Brahm shakti hospital,28.7130636795912,77.07987293601036,New Delhi,India,2025-04-26 00:00:00,2025-04-26 00:00:00,https://ev.delhitransport.in/static/logo/revos.png,unstaffed,UPI,"[""+919971250519""]",charging,110041,west-delhi,,1.0,3.3,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']",0 days 00:00:00
REVBOLT_005554,REVOS,REVOS,"B-27, freedom fighter ENCLAVE , neb sarai",28.51059500912638,77.2006169334054,New Delhi,India,2025-04-26 00:00:00,2025-04-26 00:00:00,https://ev.delhitransport.in/static/logo/revos.png,unstaffed,UPI,"[""+919582996003""]",charging,110030,south-west-delhi,,1.0,3.3,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']",0 days 00:00:00
REVBOLT_005551,REVOS,REVOS,"B-27/F , freedom fighter ENCLAVE, neb sarai",28.5105083917488,77.20055021345615,New Delhi,India,2025-04-26 00:00:00,2025-04-26 00:00:00,https://ev.delhitransport.in/static/logo/revos.png,unstaffed,UPI,"[""+919582996003""]",charging,110030,south-west-delhi,,1.0,3.3,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']",0 days 00:00:00
REVBOLT_00017733,REVOS,REVOS,pkt 11A Rohini sector 23,28.71863076966922,77.08377856761217,New Delhi,India,2025-04-26 00:00:00,2025-04-26 00:00:00,https://ev.delhitransport.in/static/logo/revos.png,unstaffed,UPI,"[""+919873661988""]",charging,110041,west-delhi,,1.0,3.3,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']",0 days 00:00:00
REVBOLT_00026322,REVOS,REVOS,kh no 61/64 main narela bhorghar road alipur DELHI ,28.79717470897341,77.13688898831606,New Delhi,India,2025-04-26 00:00:00,2025-04-26 00:00:00,https://ev.delhitransport.in/static/logo/revos.png,unstaffed,UPI,"[""+919211688528""]",charging,110036,north-west-delhi,,1.0,3.3,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']",0 days 00:00:00
REVBOLT_00016224,REVOS,REVOS,A- 73/9 Kishangarh Vasant Kunj New Delhi,28.51876117631595,77.16194350272417,New Delhi,India,2025-04-26 00:00:00,2025-04-26 00:00:00,https://ev.delhitransport.in/static/logo/revos.png,unstaffed,UPI,"[""+919971507572""]",charging,110070,south-west-delhi,,1.0,3.3,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']",0 days 00:00:00
REVBOLT_00021579,REVOS,REVOS,HANS cinema GT KARNAL ROAD AZAD PUR DELHI ,28.7030393475996,77.18242015689611,New Delhi,India,2025-04-26 00:00:00,2025-04-26 00:00:00,https://ev.delhitransport.in/static/logo/revos.png,unstaffed,UPI,"[""+919811800544""]",charging,110052,north-west-delhi,,1.0,3.3,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']",0 days 00:00:00
REVBOLT_005553,REVOS,REVOS,shop no.54 55 D.D.A Central market dakshinpuri near j block,28.51772950309,77.2380293905735,New Delhi,India,2025-04-26 00:00:00,2025-04-26 00:00:00,https://ev.delhitransport.in/static/logo/revos.png,unstaffed,UPI,"[""+917011383888""]",charging,110062,south-delhi,,1.0,3.3,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']",0 days 00:00:00
REVBOLT_005556,REVOS,REVOS,mahashaya farm main road jounapur,28.47145380089056,77.15615630149841,New Delhi,India,2025-04-26 00:00:00,2025-04-26 00:00:00,https://ev.delhitransport.in/static/logo/revos.png,unstaffed,UPI,"[""+917827437707""]",charging,110047,south-west-delhi,,1.0,3.3,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']",0 days 00:00:00
REVBOLT_00019741,REVOS,REVOS,mahashay farm main road jounapur,28.47145409561664,77.15615630149841,New Delhi,India,2025-04-26 00:00:00,2025-04-26 00:00:00,https://ev.delhitransport.in/static/logo/revos.png,unstaffed,UPI,"[""+917827437707""]",charging,110047,south-west-delhi,,1.0,3.3,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']",0 days 00:00:00
REVBOLT_00021738,REVOS,REVOS,mahashay farm main road jounapur ,28.47145586397301,77.15615529567003,New Delhi,India,2025-04-26 00:00:00,2025-04-26 00:00:00,https://ev.delhitransport.in/static/logo/revos.png,unstaffed,UPI,"[""+917827437707""]",charging,110047,south-west-delhi,,1.0,3.3,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']",0 days 00:00:00
REVBOLT_00021046,REVOS,REVOS,mahashay farm main road jounapur ,28.47145409561664,77.15614926069975,New Delhi,India,2025-04-26 00:00:00,2025-04-26 00:00:00,https://ev.delhitransport.in/static/logo/revos.png,unstaffed,UPI,"[""+917827437707""]",charging,110047,south-west-delhi,,1.0,3.3,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']",0 days 00:00:00
REVBOLT_00026338,REVOS,REVOS,"J, 5 ground floor service road kartar nagar",28.69098764664194,77.25465171039104,New Delhi,India,2025-04-26 00:00:00,2025-04-26 00:00:00,https://ev.delhitransport.in/static/logo/revos.png,unstaffed,UPI,"[""+919654850002""]",charging,110053,east-delhi,,1.0,3.3,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']",0 days 00:00:00
REVBOLT_00019718,REVOS,REVOS,mahashay farm main road jounapur ,28.47145674815121,77.15615428984165,New Delhi,India,2025-04-26 00:00:00,2025-04-26 00:00:00,https://ev.delhitransport.in/static/logo/revos.png,unstaffed,UPI,"[""+917827437707""]",charging,110047,south-west-delhi,,1.0,3.3,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']",0 days 00:00:00
REVBOLT_00023491,REVOS,REVOS,"f-7A/36 sector-16 , Rohini",28.73390323978622,77.12182335555553,New Delhi,India,2025-04-26 00:00:00,2025-04-26 00:00:00,https://ev.delhitransport.in/static/logo/revos.png,unstaffed,UPI,"[""+919990271870""]",charging,110089,north-west-delhi,,1.0,3.3,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']",0 days 00:00:00
REVBOLT_00024188,REVOS,REVOS,"hno 11,12,13 kh. no. 158/9 Bawana Kanjhawala road ",28.79147781937028,77.0338911563158,New Delhi,India,2025-04-26 00:00:00,2025-04-26 00:00:00,https://ev.delhitransport.in/static/logo/revos.png,unstaffed,UPI,"[""8800383898""]",charging,110039,north-west-delhi,,1.0,3.3,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']",0 days 00:00:00
REVBOLT_00026302,REVOS,REVOS,"hno. 11,12,13 kh.no 158/9 Kanjhawala road near m.d Vidya bhawan",28.78768971055626,77.03875802457333,New Delhi,India,2025-04-26 00:00:00,2025-04-26 00:00:00,https://ev.delhitransport.in/static/logo/revos.png,unstaffed,UPI,"[""8800383898""]",charging,110039,north-west-delhi,,1.0,3.3,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']",0 days 00:00:00
REVBOLT_00024182,REVOS,REVOS,hno.11/12/13 kh.no 158/9 Kanjhawala road near MD VIDYA BHAWAN,28.79085049314238,77.03301876783371,New Delhi,India,2025-04-26 00:00:00,2025-04-26 00:00:00,https://ev.delhitransport.in/static/logo/revos.png,unstaffed,UPI,"[""8800383898""]",charging,110039,north-west-delhi,,1.0,3.3,₹0 per unit,AC,1.0,5A/15A Socket,"['2W', '3W']",0 days 00:00:00
